Provider Ticket,Broker Ticket,Type,Currency,Standard Lots,Date Open,Date Close,Price Open,Price Close,Highest Profit (Pips),Worst Drawdown (Pips),Interest ($),Profit (Pips),Profit ($)
300.1603041155362,1156477949,BUY,EUR/USD,0.01,2020/08/31 20:03:03 UTC,2020/08/31 23:38:16 UTC,1.19357,1.19416,5.9,0.0,0.0,5.9,0.59
300.1603041155361,1156477890,BUY,EUR/USD,0.01,2020/08/31 20:02:05 UTC,2020/08/31 23:38:16 UTC,1.19395,1.19416,2.1,0.0,0.0,2.1,0.21
300.1603041155363,1156482537,BUY,EUR/USD,0.01,2020/08/31 23:39:05 UTC,2020/09/01 00:08:01 UTC,1.19427,1.19455,2.8,0.0,0.0,2.8,0.28
300.1603041155364,1156482800,BUY,EUR/USD,0.01,2020/08/31 23:46:18 UTC,2020/09/01 00:08:01 UTC,1.19402,1.19455,5.3,0.0,0.0,5.3,0.53
300.1603041155366,1156486132,BUY,EUR/USD,0.01,2020/09/01 00:26:05 UTC,2020/09/01 01:02:24 UTC,1.19447,1.19472,2.5,0.0,0.0,2.5,0.25
300.1603041155365,1156484545,BUY,EUR/USD,0.01,2020/09/01 00:09:03 UTC,2020/09/01 01:02:24 UTC,1.19467,1.19472,0.5,0.0,0.0,0.5,0.05
300.1603041155367,1156487496,BUY,EUR/USD,0.01,2020/09/01 00:54:04 UTC,2020/09/01 01:02:24 UTC,1.19381,1.19472,9.1,0.0,0.0,9.1,0.91
300.1603041155368,1156489232,BUY,EUR/USD,0.01,2020/09/01 01:03:07 UTC,2020/09/01 01:12:00 UTC,1.19483,1.19523,4.0,0.0,0.0,4.0,0.4
300.1603041155375,1156500998,SELL,EUR/USD,0.03,2020/09/01 02:38:11 UTC,2020/09/01 07:09:25 UTC,1.19887,1.19766,12.1,0.0,0.0,12.1,3.63
300.1603041155372,1156494394,SELL,EUR/USD,0.02,2020/09/01 01:56:07 UTC,2020/09/01 07:09:25 UTC,1.19636,1.19766,0.0,-13.0,0.0,-13.0,-2.6
300.1603041155369,1156490283,SELL,EUR/USD,0.01,2020/09/01 01:13:05 UTC,2020/09/01 07:09:25 UTC,1.19506,1.19766,0.0,-26.0,0.0,-26.0,-2.6
300.1603041155377,1156507484,SELL,EUR/USD,0.04,2020/09/01 03:24:07 UTC,2020/09/01 07:09:25 UTC,1.19979,1.19766,21.3,0.0,0.0,21.3,8.52
300.1603041155374,1156497430,SELL,EUR/USD,0.02,2020/09/01 02:02:05 UTC,2020/09/01 07:09:25 UTC,1.19747,1.19766,0.0,-1.9,0.0,-1.9,-0.38
300.1603041155371,1156492339,SELL,EUR/USD,0.01,2020/09/01 01:38:03 UTC,2020/09/01 07:09:25 UTC,1.19592,1.19766,0.0,-17.4,0.0,-17.4,-1.74
300.1603041155376,1156501874,SELL,EUR/USD,0.04,2020/09/01 02:39:04 UTC,2020/09/01 07:09:25 UTC,1.19927,1.19766,16.1,0.0,0.0,16.1,6.44
