Provider Ticket,Broker Ticket,Type,Currency,Standard Lots,Date Open,Date Close,Price Open,Price Close,Highest Profit (Pips),Worst Drawdown (Pips),Interest ($),Profit (Pips),Profit ($)
300.1567330211023,66388786,SELL,EUR/USD,0.24,2018/12/10 00:30:01 UTC,2018/12/10 07:21:41 UTC,1.14314,1.1418,13.4,0.0,0.0,13.4,32.16
300.1567330211017,66375006,SELL,EUR/USD,0.05,2018/12/09 21:05:07 UTC,2018/12/10 07:21:41 UTC,1.13915,1.1418,0.0,-26.5,0.0,-26.5,-13.25
300.1567330211018,66377249,SELL,EUR/USD,0.07,2018/12/09 21:55:29 UTC,2018/12/10 07:21:41 UTC,1.13959,1.1418,0.0,-22.1,0.0,-22.1,-15.47
300.1567330211021,66386466,SELL,EUR/USD,0.14,2018/12/10 00:15:01 UTC,2018/12/10 07:21:41 UTC,1.14143,1.1418,0.0,-3.7,0.0,-3.7,-5.18
300.156733021102,66384457,SELL,EUR/USD,0.11,2018/12/09 23:50:07 UTC,2018/12/10 07:21:41 UTC,1.14058,1.1418,0.0,-12.2,0.0,-12.2,-13.42
300.1567330211024,66390958,SELL,EUR/USD,0.31,2018/12/10 00:45:02 UTC,2018/12/10 07:21:41 UTC,1.14352,1.1418,17.2,0.0,0.0,17.2,53.32
300.1567330211025,66393019,SELL,EUR/USD,0.41,2018/12/10 01:10:02 UTC,2018/12/10 07:21:41 UTC,1.1439,1.1418,21.0,0.0,0.0,21.0,86.1
300.1567330211019,66379504,SELL,EUR/USD,0.08,2018/12/09 22:20:11 UTC,2018/12/10 07:21:41 UTC,1.14015,1.1418,0.0,-16.5,0.0,-16.5,-13.2
300.1567330211022,66387432,SELL,EUR/USD,0.19,2018/12/10 00:25:03 UTC,2018/12/10 07:21:41 UTC,1.14182,1.1418,0.2,0.0,0.0,0.2,0.38
300.1567330211026,66409502,SELL,EUR/USD,0.05,2018/12/10 07:25:00 UTC,2018/12/10 07:50:22 UTC,1.14186,1.14116,7.0,0.0,0.0,7.0,3.5
300.1567330211028,66413044,SELL,EUR/USD,0.07,2018/12/10 08:05:01 UTC,2018/12/10 08:48:26 UTC,1.14153,1.14086,6.7,0.0,0.0,6.7,4.69
300.1567330211027,66412171,SELL,EUR/USD,0.05,2018/12/10 07:55:02 UTC,2018/12/10 08:48:26 UTC,1.14105,1.14086,1.9,0.0,0.0,1.9,0.95
300.1567330211029,66413778,SELL,EUR/USD,0.08,2018/12/10 08:20:11 UTC,2018/12/10 08:48:26 UTC,1.14191,1.14086,10.5,0.0,0.0,10.5,8.4
300.1567330211031,66416324,SELL,EUR/USD,0.07,2018/12/10 09:00:01 UTC,2018/12/10 12:42:23 UTC,1.14111,1.14084,2.7,0.0,0.0,2.7,1.89
300.1567330211032,66421486,SELL,EUR/USD,0.08,2018/12/10 10:20:01 UTC,2018/12/10 12:42:23 UTC,1.1415,1.14084,6.6,0.0,0.0,6.6,5.28
300.156733021103,66415649,SELL,EUR/USD,0.05,2018/12/10 08:50:02 UTC,2018/12/10 12:42:23 UTC,1.14067,1.14084,0.0,-1.7,0.0,-1.7,-0.85
300.1567330211033,66423203,SELL,EUR/USD,0.11,2018/12/10 10:35:00 UTC,2018/12/10 12:42:23 UTC,1.14225,1.14084,14.1,0.0,0.0,14.1,15.51
300.1567330211034,66438916,SELL,EUR/USD,0.05,2018/12/10 12:45:00 UTC,2018/12/10 13:17:29 UTC,1.14093,1.14023,7.0,0.0,0.0,7.0,3.5
300.1567330211037,66443733,SELL,EUR/USD,0.08,2018/12/10 13:35:02 UTC,2018/12/10 14:55:10 UTC,1.14048,1.13964,8.4,0.0,0.0,8.4,6.72
300.1567330211035,66442022,SELL,EUR/USD,0.05,2018/12/10 13:20:01 UTC,2018/12/10 14:55:10 UTC,1.13944,1.13964,0.0,-2.0,0.0,-2.0,-1.0
