Provider Ticket,Broker Ticket,Type,Currency,Standard Lots,Date Open,Date Close,Price Open,Price Close,Highest Profit (Pips),Worst Drawdown (Pips),Interest ($),Profit (Pips),Profit ($)
300.1639316540474,123180377,SELL,EUR/USD,0.01,2021/09/03 08:00:53 UTC,2021/09/03 08:45:55 UTC,1.18806,1.18739,6.7,0.0,0.0,6.7,0.6000000000000001
300.1639316540476,124545625,BUY,EUR/JPY,0.01,2021/09/20 23:26:29 UTC,2021/09/21 03:03:16 UTC,128.318,128.544,22.6,0.0,0.0,22.6,2.0
300.1639316540475,124419266,BUY,EUR/JPY,0.01,2021/09/20 02:56:43 UTC,2021/09/23 08:09:19 UTC,128.847,128.874,2.7,0.0,0.0,2.7,0.18
300.1639316540477,125571323,BUY,EUR/USD,0.01,2021/09/30 02:58:25 UTC,2021/09/30 03:59:05 UTC,1.1604,1.16071,3.1,0.0,0.0,3.1,0.24
300.1639316540478,125571351,SELL,USD/JPY,0.01,2021/09/30 03:12:44 UTC,2021/09/30 04:01:15 UTC,111.846,111.83,1.6,0.0,0.0,1.6,0.07
300.1639316540479,125739061,BUY,EUR/USD,0.01,2021/10/01 04:22:30 UTC,2021/10/01 09:41:15 UTC,1.15757,1.15798,4.1,0.0,0.0,4.1,0.3399999999999999
300.163931654048,126388517,BUY,EUR/USD,0.01,2021/10/06 23:47:52 UTC,2021/10/07 01:14:35 UTC,1.15567,1.1559,2.3,0.0,0.0,2.3,0.16
300.1639316540481,126463042,BUY,EUR/AUD,0.01,2021/10/07 13:11:27 UTC,2021/10/07 13:58:48 UTC,1.58374,1.58498,12.4,0.0,0.0,12.4,0.8400000000000001
300.1639316540482,126564848,BUY,EUR/AUD,0.01,2021/10/08 05:10:41 UTC,2021/10/08 06:17:00 UTC,1.5808,1.58223,14.3,0.0,0.0,14.3,0.97
300.1639316540483,126568294,SELL,AUD/JPY,0.01,2021/10/08 06:00:00 UTC,2021/10/08 12:15:57 UTC,81.676,81.617,5.9,0.0,0.0,5.9,0.46
300.1639316540485,126687001,BUY,EUR/CAD,0.01,2021/10/08 21:30:01 UTC,2021/10/11 07:38:55 UTC,1.4433,1.44364,3.4,0.0,0.0,3.4,0.2
300.1639316540486,126711104,BUY,USD/CAD,0.01,2021/10/11 00:09:20 UTC,2021/10/11 18:26:42 UTC,1.24799,1.24822,2.3,0.0,0.0,2.3,0.1099999999999999
300.1639316540487,126878516,BUY,EUR/AUD,0.01,2021/10/11 23:10:00 UTC,2021/10/12 02:03:00 UTC,1.57234,1.57394,16.0,0.0,0.0,16.0,1.1
300.1639316540488,126885432,BUY,GBP/AUD,0.01,2021/10/12 02:01:49 UTC,2021/10/12 04:24:01 UTC,1.8514,1.85335,19.5,0.0,0.0,19.5,1.36
300.163931654049,126893005,SELL,USD/JPY,0.01,2021/10/12 04:18:35 UTC,2021/10/12 07:59:00 UTC,113.225,113.053,17.2,0.0,0.0,17.2,1.45
300.1639316540489,126892919,SELL,CHF/JPY,0.01,2021/10/12 04:19:21 UTC,2021/10/12 15:09:53 UTC,122.081,122.063,1.8,0.0,0.0,1.8,0.09
300.1639316540492,126999911,BUY,GBP/AUD,0.01,2021/10/12 16:00:05 UTC,2021/10/12 23:24:25 UTC,1.84878,1.84924,4.6,0.0,0.0,4.6,0.26
300.1639316540493,127020597,SELL,AUD/JPY,0.01,2021/10/12 19:06:34 UTC,2021/10/12 23:27:43 UTC,83.554,83.486,6.8,0.0,0.0,6.8,0.53
300.1639316540491,126999910,BUY,EUR/AUD,0.01,2021/10/12 16:00:05 UTC,2021/10/13 00:45:54 UTC,1.56978,1.57018,4.0,0.0,0.0,4.0,0.2199999999999999
300.1639316540494,127052666,SELL,USD/JPY,0.01,2021/10/12 23:38:05 UTC,2021/10/13 02:07:13 UTC,113.609,113.436,17.3,0.0,0.0,17.3,1.46
300.1639316540495,127060404,BUY,EUR/USD,0.01,2021/10/13 02:13:50 UTC,2021/10/13 08:01:06 UTC,1.15448,1.15496,4.8,0.0,0.0,4.8,0.41
300.1639316540496,127123826,BUY,EUR/GBP,0.01,2021/10/13 13:02:07 UTC,2021/10/13 13:03:41 UTC,0.84912,0.84927,1.5,0.0,0.0,1.5,0.13
300.1639316540498,127344517,BUY,USD/CAD,0.01,2021/10/14 21:25:56 UTC,2021/10/15 13:30:25 UTC,1.23715,1.23733,1.8,0.0,0.0,1.8,0.0799999999999999
300.1639316540499,127432944,BUY,EUR/CAD,0.01,2021/10/15 13:03:34 UTC,2021/10/15 15:14:19 UTC,1.43407,1.4343,2.3,0.0,0.0,2.3,0.12
300.1639316540501,127466499,SELL,AUD/JPY,0.01,2021/10/15 16:06:03 UTC,2021/10/15 17:37:26 UTC,84.714,84.689,2.5,0.0,0.0,2.5,0.15
300.1639316540503,127480598,SELL,GBP/JPY,0.01,2021/10/15 20:00:33 UTC,2021/10/15 20:59:08 UTC,157.108,156.968,14.0,0.0,0.0,14.0,1.15
300.1639316540502,127466501,SELL,EUR/JPY,0.01,2021/10/15 16:02:56 UTC,2021/10/18 01:34:02 UTC,132.409,132.38,2.9,0.0,0.0,2.9,0.19
300.16393165405,127466498,SELL,USD/JPY,0.01,2021/10/15 16:15:51 UTC,2021/10/18 02:03:58 UTC,114.166,114.144,2.2,0.0,0.0,2.2,0.12
300.1639316540504,127520859,SELL,NZD/JPY,0.01,2021/10/18 03:05:55 UTC,2021/10/18 07:07:04 UTC,80.697,80.664,3.3,0.0,0.0,3.3,0.2199999999999999
300.1639316540506,127749969,SELL,AUD/USD,0.01,2021/10/19 15:10:00 UTC,2021/10/20 01:21:01 UTC,0.74712,0.74678,3.4,0.0,0.0,3.4,0.27
300.1639316540508,127850870,SELL,NZD/JPY,0.01,2021/10/20 09:15:01 UTC,2021/10/20 10:17:26 UTC,82.012,81.909,10.3,0.0,0.0,10.3,0.8300000000000001
300.1639316540507,127845224,SELL,USD/JPY,0.01,2021/10/20 08:31:00 UTC,2021/10/20 12:12:11 UTC,114.439,114.403,3.6,0.0,0.0,3.6,0.24
300.1639316540505,127698703,SELL,EUR/JPY,0.01,2021/10/19 09:12:27 UTC,2021/10/20 13:03:31 UTC,132.871,132.839,3.2,0.0,0.0,3.2,0.21
300.1639316540511,127952227,BUY,EUR/NZD,0.01,2021/10/21 00:06:57 UTC,2021/10/21 05:04:53 UTC,1.61896,1.61917,2.1,0.0,0.0,2.1,0.0799999999999999
300.163931654051,127882446,BUY,EUR/AUD,0.01,2021/10/20 14:05:25 UTC,2021/10/21 06:45:55 UTC,1.55371,1.5539,1.9,0.0,0.0,1.9,0.07
300.1639316540509,127870982,SELL,AUD/USD,0.01,2021/10/20 13:04:38 UTC,2021/10/21 07:57:35 UTC,0.74852,0.74828,2.4,0.0,0.0,2.4,0.1699999999999999
300.1639316540512,128047511,BUY,EUR/GBP,0.01,2021/10/21 17:31:02 UTC,2021/10/22 01:45:00 UTC,0.84304,0.84315,1.1,0.0,0.0,1.1,0.0799999999999999
300.1639316540513,128374670,BUY,EUR/AUD,0.01,2021/10/25 23:31:06 UTC,2021/10/28 23:38:51 UTC,1.55034,1.55062,2.8,0.0,0.0,2.8,0.15
300.1639316540514,128827633,BUY,USD/CHF,0.01,2021/10/29 07:00:11 UTC,2021/10/29 09:35:28 UTC,0.91221,0.91239,1.8,0.0,0.0,1.8,0.13
300.1639316540515,128952287,BUY,EUR/CHF,0.01,2021/11/01 01:36:21 UTC,2021/11/01 05:03:33 UTC,1.05856,1.05899,4.3,0.0,0.0,4.3,0.3999999999999999
300.1639316540516,128978518,BUY,EUR/NZD,0.01,2021/11/01 10:38:38 UTC,2021/11/01 16:28:37 UTC,1.61173,1.61196,2.3,0.0,0.0,2.3,0.09
300.1639316540517,129083531,BUY,EUR/CHF,0.01,2021/11/02 06:56:16 UTC,2021/11/02 08:43:24 UTC,1.05539,1.05619,8.0,0.0,0.0,8.0,0.8
300.1639316540518,129096916,BUY,USD/CHF,0.01,2021/11/02 07:07:19 UTC,2021/11/02 09:07:17 UTC,0.9093,0.91072,14.2,0.0,0.0,14.2,1.49
300.1639316540519,129500977,BUY,GBP/CAD,0.01,2021/11/05 02:07:40 UTC,2021/11/05 05:10:03 UTC,1.68091,1.6822,12.9,0.0,0.0,12.9,0.97
300.163931654052,129504379,BUY,EUR/CHF,0.01,2021/11/05 02:20:59 UTC,2021/11/05 06:07:17 UTC,1.054,1.05443,4.3,0.0,0.0,4.3,0.41
