Provider Ticket,Broker Ticket,Type,Currency,Standard Lots,Date Open,Date Close,Price Open,Price Close,Highest Profit (Pips),Worst Drawdown (Pips),Interest ($),Profit (Pips),Profit ($),profit_aft_fee,cost,return_follower,return_trader
400.1534124511504,71347168,SELL,USD/JPY,0.1,2018/08/29 09:35:32 UTC,2018/08/29 14:58:16 UTC,111.205,111.718,2.8,-51.3,0.0,-51.3,-45.92,-46.42,99.54256530214323,-0.4663331697259418,-0.4613101928870152
400.1534125986462,71476317,SELL,EUR/JPY,0.1,2018/09/05 14:12:08 UTC,2018/09/06 11:19:40 UTC,129.801,129.427,49.6,-4.8,0.1,37.4,33.7,33.2,116.61266310160576,0.2847032141875751,0.2889909131964241
400.153711305742,71722285,SELL,EUR/JPY,0.1,2018/09/21 06:49:41 UTC,2018/09/27 05:43:13 UTC,133.029,131.865,124.3,-11.0,-0.31,116.4,103.02,102.52,118.09180902061983,0.8681381109345114,0.8723721048426977
400.1537114525247,71866998,SELL,USD/JPY,0.1,2018/09/28 06:07:17 UTC,2018/09/28 10:25:10 UTC,113.493,113.376,16.0,-7.5,0.0,11.7,10.32,9.82,100.10664615385453,0.098095385044741,0.10309005841769114
400.1538668923359,72280381,SELL,USD/JPY,0.1,2018/10/05 14:32:58 UTC,2018/10/08 08:55:11 UTC,113.762,113.306,49.6,-19.1,0.0,45.6,40.25,39.75,100.41492324561337,0.3958574952327764,0.40083683479545285
400.1538669533924,72387174,SELL,USD/JPY,0.1,2018/10/09 12:06:10 UTC,2018/10/09 22:34:55 UTC,113.163,112.963,28.1,-17.7,-1.2,20.0,16.5,16.0,100.14925499999858,0.15976154790168162,0.16475409627360918
400.1538669827869,72418809,SELL,USD/JPY,0.1,2018/10/10 12:43:30 UTC,2018/10/10 14:33:11 UTC,113.231,112.814,45.9,-4.4,0.0,41.7,36.96,36.46,100.36013812949602,0.3632916482533651,0.3682737059639159
400.1538670278597,72453332,SELL,EUR/USD,0.1,2018/10/12 01:20:07 UTC,2018/10/12 08:12:19 UTC,1.15962,1.15824,14.9,-15.2,0.0,13.8,13.8,13.3,115.96199999998666,0.1146927441748291,0.11900450147463469
400.1539357729166,72495492,SELL,EUR/USD,0.1,2018/10/16 13:02:10 UTC,2018/10/16 14:06:10 UTC,1.15947,1.1593,1.7,-27.6,0.0,1.7,1.7,1.2,115.94699999999763,0.010349556262775445,0.014661871372265213
400.1539357939334,72508994,SELL,USD/JPY,0.1,2018/10/17 06:53:48 UTC,2018/10/17 14:26:10 UTC,112.23,112.099,16.2,-14.3,0.0,13.1,11.69,11.19,100.15028244274792,0.11173208629138807,0.11672458344471194
400.153935816691,72546046,SELL,USD/JPY,0.1,2018/10/18 01:45:08 UTC,2018/10/18 22:27:06 UTC,112.551,112.233,58.7,-11.1,-1.11,31.8,27.22,26.72,100.26949150943464,0.26648185402920727,0.27146841566897534
400.1540115182051,72623233,SELL,EUR/JPY,0.1,2018/10/22 07:36:58 UTC,2018/10/22 08:23:14 UTC,130.088,129.962,19.1,-8.0,0.0,12.6,11.18,10.68,115.4272888888845,0.09252578053947925,0.096857511838144
400.1540115260128,72633790,SELL,USD/JPY,0.1,2018/10/22 13:54:49 UTC,2018/10/23 07:29:18 UTC,112.724,112.379,40.5,-17.1,-1.19,34.5,29.51,29.01,100.30802318840614,0.28920916869741536,0.2941938148314625
400.1540856772266,72942958,SELL,USD/JPY,0.1,2018/10/31 05:50:42 UTC,2018/10/31 08:53:38 UTC,113.263,113.087,22.2,-3.1,0.0,17.6,15.56,15.06,100.13478863636254,0.1503972815550656,0.15539055119500803
400.1540857053225,72998444,SELL,AUD/JPY,0.1,2018/11/01 05:44:17 UTC,2018/11/01 12:00:55 UTC,80.445,80.997,7.9,-55.2,0.0,-55.2,-48.88,-49.38,71.23463043478174,-0.6932021644333431,-0.6861831064702676
400.1540857163872,73019146,SELL,AUD/USD,0.1,2018/11/01 14:25:50 UTC,2018/11/02 10:46:36 UTC,0.71975,0.72529,10.2,-55.4,0.07,-55.4,-55.33,-55.83,71.97500000000012,-0.7756860020840556,-0.7687391455366434
400.1541426028348,73149499,SELL,USD/JPY,0.1,2018/11/06 03:53:34 UTC,2018/11/07 00:43:46 UTC,113.278,113.027,25.5,-23.1,-1.09,25.1,21.12,20.62,100.23523426294632,0.20571608528302246,0.2107043511725235
400.1541426448608,73236143,SELL,AUD/JPY,0.1,2018/11/07 14:32:10 UTC,2018/11/09 07:26:03 UTC,82.52,82.398,14.1,-54.6,-3.63,12.2,7.09,6.59,72.50937704918037,0.09088479681090422,0.09778045665998648
400.1541427493531,73413969,BUY,AUD/USD,0.1,2018/11/13 01:41:33 UTC,2018/11/13 03:35:49 UTC,0.71785,0.71958,20.3,-3.1,0.0,17.3,17.3,16.8,71.78499999999961,0.23403217942467217,0.24099742285993025
400.154142809202,73465934,SELL,EUR/USD,0.1,2018/11/15 07:53:07 UTC,2018/11/15 08:56:00 UTC,1.13339,1.13221,11.8,-18.1,0.0,11.8,11.8,11.3,113.33900000000395,0.0997008973080723,0.10411244143674807
400.1541428138664,73472473,BUY,EUR/USD,0.1,2018/11/15 11:20:36 UTC,2018/11/15 16:44:06 UTC,1.13153,1.13378,22.5,-29.3,0.0,22.5,22.5,22.0,113.15299999999571,0.19442701474994772,0.19884581053971925
400.1541428379928,73498684,SELL,EUR/USD,0.1,2018/11/16 14:39:41 UTC,2018/11/16 15:56:49 UTC,1.14053,1.13942,11.6,-7.2,0.0,11.1,11.1,10.6,114.05300000000571,0.09293924754280439,0.09732317431369139
400.1541428838776,73525038,SELL,EUR/USD,0.1,2018/11/20 00:44:25 UTC,2018/11/20 08:49:35 UTC,1.14511,1.14361,15.8,-22.3,0.0,15.0,15.0,14.5,114.51099999999568,0.12662538970055756,0.13099178244885265
400.1541429136658,73549082,SELL,EUR/AUD,0.1,2018/11/21 02:28:54 UTC,2018/11/21 09:44:24 UTC,1.5736,1.57261,16.9,-20.7,0.0,9.9,7.16,6.66,113.80783838383307,0.05851969508056384,0.06291306558210767
400.1541429509017,73576709,SELL,EUR/AUD,0.1,2018/11/22 12:33:41 UTC,2018/11/22 13:36:18 UTC,1.57288,1.57166,12.6,-8.1,0.0,12.2,8.85,8.35,114.09826229508208,0.07318253435275943,0.0775647220385534
400.1541429719767,73587401,SELL,EUR/AUD,0.1,2018/11/23 08:15:23 UTC,2018/11/23 08:31:31 UTC,1.57438,1.5722,21.8,-4.5,0.0,21.8,15.79,15.29,114.03422110092534,0.1340825574321911,0.13846720613827976
400.1541429785543,73593853,BUY,AUD/JPY,0.1,2018/11/23 14:41:17 UTC,2018/11/23 21:36:03 UTC,81.557,81.631,13.9,-7.3,0.0,7.4,6.56,6.06,72.29917837838026,0.08381837990308519,0.090734087815881
400.1541429967079,73600277,BUY,AUD/JPY,0.1,2018/11/26 01:26:01 UTC,2018/11/26 02:45:12 UTC,81.837,81.917,10.8,-8.3,0.0,8.0,7.07,6.57,72.32344875000155,0.09084190692717567,0.09775529406014186
400.1541430039349,73604039,BUY,EUR/USD,0.1,2018/11/26 07:42:47 UTC,2018/11/26 08:25:19 UTC,1.13606,1.13736,14.5,-6.0,0.0,13.0,13.0,12.5,113.6060000000125,0.11002939985562932,0.1144305758498545
400.1541430254709,73617754,BUY,AUD/USD,0.1,2018/11/27 02:25:57 UTC,2018/11/27 04:29:39 UTC,0.72225,0.72245,7.2,-5.1,0.0,2.0,2.0,1.5,72.22499999996786,0.020768431983394495,0.027691242644525993
400.1541430300258,73619563,BUY,EUR/USD,0.1,2018/11/27 06:42:56 UTC,2018/11/27 16:50:51 UTC,1.13372,1.12829,5.0,-54.3,0.0,-54.3,-54.3,-54.8,113.37199999999905,-0.48336449917087515,-0.4789542391419438
400.1541430593578,73648460,SELL,USD/JPY,0.1,2018/11/28 08:15:24 UTC,2018/11/28 19:06:49 UTC,113.818,113.591,35.9,-22.9,0.0,22.7,19.98,19.48,100.17989603524057,0.1944501918144082,0.19944121316488067
400.1543401638679,73675186,SELL,AUD/JPY,0.1,2018/11/29 13:35:41 UTC,2018/11/29 14:48:48 UTC,83.085,82.968,13.0,-7.3,0.0,11.7,10.33,9.83,73.35624358974971,0.13400359013712604,0.14081964253474183
400.1543402188951,73706938,BUY,EUR/USD,0.1,2018/12/03 07:57:39 UTC,2018/12/04 05:29:40 UTC,1.13727,1.13748,8.2,-54.3,-1.36,2.1,0.74,0.24,113.72699999997646,0.002110316811311735,0.006506810168211183
400.154340243513,73721580,SELL,AUD/JPY,0.1,2018/12/04 05:34:51 UTC,2018/12/04 14:09:00 UTC,83.306,83.209,14.6,-22.0,0.0,9.7,8.59,8.09,73.77304536082916,0.1096606485530215,0.11643819172687944
400.1543402745122,73742026,BUY,EUR/USD,0.1,2018/12/05 07:39:00 UTC,2018/12/05 09:32:10 UTC,1.13338,1.13391,9.9,-13.0,0.0,5.3,5.3,4.8,113.33800000001723,0.042351197303634,0.04676278035609587
400.1543402835987,73748818,BUY,EUR/USD,0.1,2018/12/05 15:05:55 UTC,2018/12/05 16:00:22 UTC,1.1329,1.13414,12.7,-4.8,0.0,12.4,12.4,11.9,113.29000000000842,0.10504016241503324,0.10945361461734557
400.1543402959874,73766783,BUY,AUD/USD,0.1,2018/12/06 01:53:03 UTC,2018/12/06 09:51:51 UTC,0.724,0.72106,0.0,-29.6,0.0,-29.4,-29.4,-29.9,72.40000000000141,-0.41298342541435656,-0.4060773480662904
400.1543403055827,73804985,BUY,EUR/USD,0.1,2018/12/06 09:59:03 UTC,2018/12/06 14:07:37 UTC,1.13371,1.13706,35.0,-15.3,0.0,33.5,33.5,33.0,113.37100000000122,0.2910797293840545,0.29549002831411597
400.1543403577907,73832951,BUY,AUD/JPY,0.1,2018/12/10 01:17:12 UTC,2018/12/10 01:28:46 UTC,81.039,81.058,5.7,-8.6,0.0,1.9,1.69,1.19,72.08205789471614,0.016508962628926704,0.023445501548643808
400.1543403654003,73836756,SELL,GBP/USD,0.1,2018/12/10 08:08:47 UTC,2018/12/10 08:12:45 UTC,1.27467,1.27314,15.3,-3.5,0.0,15.3,15.3,14.8,127.46699999999741,0.11610848297991089,0.12003106686436733
400.154340384507,73851222,BUY,AUD/USD,0.1,2018/12/11 00:38:05 UTC,2018/12/11 01:32:17 UTC,0.71895,0.72009,12.1,-5.7,0.0,11.4,11.4,10.9,71.89499999999812,0.15160998678628954,0.1585645733361193
400.1543404415344,73897492,SELL,USD/JPY,0.1,2018/12/13 01:56:21 UTC,2018/12/14 18:04:25 UTC,113.403,113.334,9.7,-31.6,-1.09,6.9,5.0,4.5,100.09047391303967,0.04495932354071654,0.049954803934129495
400.1543405095842,73932392,BUY,EUR/USD,0.1,2018/12/17 07:50:08 UTC,2018/12/17 09:25:39 UTC,1.13162,1.13263,13.5,-6.0,0.0,10.1,10.1,9.6,113.16200000000501,0.08483413159894289,0.0892525759530545
400.1543405319291,73943772,BUY,AUD/USD,0.1,2018/12/18 03:19:14 UTC,2018/12/18 08:14:05 UTC,0.71865,0.719,8.0,-6.4,0.0,3.5,3.5,3.0,71.86500000000791,0.04174493842621123,0.0487024281639131
400.1543405426491,73949697,BUY,AUD/USD,0.1,2018/12/18 12:38:45 UTC,2018/12/19 01:56:57 UTC,0.71966,0.71965,6.0,-32.3,-0.25,-0.1,-0.35,-0.85,71.96600000032751,-0.011811133034990574,-0.0048634077202902365
400.15434058427,73978209,BUY,AUD/USD,0.1,2018/12/20 00:30:28 UTC,2018/12/20 09:07:37 UTC,0.71125,0.71185,12.3,-27.4,0.0,6.0,6.0,5.5,71.12500000000783,0.07732864674867339,0.08435852372582552
400.1543406204719,73998947,BUY,EUR/USD,0.1,2018/12/21 07:09:25 UTC,2018/12/21 13:22:23 UTC,1.14626,1.14065,10.3,-56.1,0.0,-56.1,-56.1,-56.6,114.62599999999767,-0.4937797707326536,-0.4894177586237079
400.154577639624,74023477,BUY,EUR/USD,0.1,2018/12/26 10:20:32 UTC,2018/12/28 02:37:57 UTC,1.13876,1.14503,67.1,-45.6,-6.69,62.7,56.01,55.51,113.87600000000002,0.48746004425866724,0.49185078506445595
400.1546373007871,74072080,BUY,EUR/USD,0.1,2019/01/02 09:25:37 UTC,2019/01/02 13:27:03 UTC,1.14413,1.13864,0.0,-54.9,0.0,-54.9,-54.9,-55.4,114.41300000000012,-0.484210710321379,-0.47984057755674564
400.1546373061597,74076373,BUY,EUR/USD,0.1,2019/01/02 13:53:52 UTC,2019/01/07 08:04:30 UTC,1.13699,1.14378,69.4,-64.4,-7.53,67.9,60.37,59.87,113.69899999999876,0.5265657569547723,0.5309633330108502
400.1546948499927,74186877,SELL,GBP/USD,0.1,2019/01/09 15:16:14 UTC,2019/01/09 15:49:20 UTC,1.27969,1.27539,43.4,-7.9,0.0,43.0,43.0,42.5,127.96900000000089,0.3321116832982965,0.3360188795723941
400.1546948951193,74210501,SELL,GBP/USD,0.1,2019/01/11 07:22:01 UTC,2019/01/11 08:16:41 UTC,1.27558,1.27417,16.4,-9.4,0.0,14.1,14.1,13.6,127.55800000000801,0.10661816585395778,0.11053795136329446
400.1547368348821,74322015,BUY,EUR/AUD,0.1,2019/01/16 08:21:14 UTC,2019/01/16 08:38:14 UTC,1.58297,1.58397,11.4,-4.0,0.0,10.0,7.2,6.7,113.97383999998725,0.05878541953136571,0.06317239113818404
400.1547368618579,74341467,BUY,EUR/USD,0.1,2019/01/17 08:04:42 UTC,2019/01/17 09:24:04 UTC,1.13879,1.13979,10.1,-6.4,0.0,10.0,10.0,9.5,113.87899999998726,0.08342187760694302,0.08781250274415053
400.1547368894743,74358638,BUY,EUR/USD,0.1,2019/01/18 07:53:47 UTC,2019/01/18 10:59:29 UTC,1.13969,1.1406,12.1,-9.4,0.0,9.1,9.1,8.6,113.96900000000421,0.07545911607542123,0.07984627398678293
400.1547369239655,74374704,BUY,EUR/USD,0.1,2019/01/21 08:11:49 UTC,2019/01/22 03:42:13 UTC,1.13827,1.13645,2.3,-26.7,-1.54,-18.2,-19.74,-20.24,113.82700000000419,-0.17781369973731412,-0.17342106881494962
400.1547369489541,74385167,BUY,EUR/USD,0.1,2019/01/22 06:11:07 UTC,2019/01/23 15:21:42 UTC,1.13589,1.13631,14.3,-23.5,-1.54,4.2,2.66,2.16,113.58900000003653,0.019015925837883117,0.023417760522578282
400.1547370095454,74419261,BUY,EUR/USD,0.1,2019/01/24 09:31:27 UTC,2019/01/24 14:15:17 UTC,1.13439,1.1366,23.1,-38.0,0.0,22.1,22.1,21.6,113.43899999999769,0.19041070531299148,0.19481836052857
400.1548330275332,74432155,BUY,EUR/USD,0.1,2019/01/25 03:34:11 UTC,2019/01/25 10:26:30 UTC,1.13215,1.13325,12.1,-7.5,0.0,11.0,11.0,10.5,113.21499999998962,0.09274389436029645,0.09716027028221533
400.154865756289,74451216,SELL,EUR/USD,0.1,2019/01/28 07:53:33 UTC,2019/01/28 08:15:26 UTC,1.14067,1.13964,10.3,-2.8,0.0,10.3,10.3,9.8,114.06699999999044,0.08591441871883035,0.09029780742897475
400.1548657911904,74469370,SELL,USD/JPY,0.1,2019/01/29 14:05:47 UTC,2019/01/29 15:56:11 UTC,109.423,109.343,8.7,-5.2,0.0,8.0,7.32,6.82,100.12204500000213,0.06811686676994917,0.07311077195836187
400.1548658048298,74478817,SELL,EUR/JPY,0.1,2019/01/30 01:30:33 UTC,2019/01/30 01:45:25 UTC,124.932,124.942,3.2,-6.9,0.0,-1.0,-0.92,-1.42,114.93744000010454,-0.012354546960491798,-0.008004354368769334
400.1548658412761,74502124,SELL,EUR/USD,0.1,2019/01/31 08:04:24 UTC,2019/01/31 10:00:38 UTC,1.14927,1.14828,10.2,-16.8,0.0,9.9,9.9,9.4,114.92699999999462,0.08179104997085489,0.08614163773526207
400.1548658628658,74516810,SELL,AUD/USD,0.1,2019/02/01 01:40:46 UTC,2019/02/01 02:01:02 UTC,0.72515,0.72423,9.4,-4.6,0.0,9.2,9.2,8.7,72.51500000000622,0.11997517754946221,0.12687030269598304
400.154865870136,74519294,BUY,EUR/USD,0.1,2019/02/01 08:00:17 UTC,2019/02/01 09:03:45 UTC,1.14476,1.14484,3.7,-6.0,0.0,0.8,0.8,0.30000000000000004,114.47599999988552,0.0026206366399970306,0.006988364373325414
400.1548658714942,74519967,SELL,EUR/JPY,0.1,2019/02/01 09:06:32 UTC,2019/02/01 13:47:38 UTC,124.688,125.105,1.8,-42.2,0.0,-41.7,-38.27,-38.77,114.43188872901638,-0.3388041605413888,-0.3344347491338393
400.1548658773949,74525297,BUY,GBP/AUD,0.1,2019/02/01 13:53:10 UTC,2019/02/01 14:38:33 UTC,1.79631,1.80095,47.1,-5.2,0.0,46.4,33.7,33.2,130.4647564655179,0.2544748551213126,0.2583073077586818
400.1548659028622,74534249,SELL,USD/JPY,0.1,2019/02/04 06:19:53 UTC,2019/02/04 13:32:43 UTC,109.743,109.962,0.0,-22.0,0.0,-21.9,-19.92,-20.42,99.82103013698251,-0.20456611168987157,-0.19955714715290115
400.1548659113135,74538409,BUY,GBP/USD,0.1,2019/02/04 13:35:49 UTC,2019/02/04 15:02:48 UTC,1.30544,1.3079,26.3,-14.6,0.0,24.6,24.6,24.1,130.54399999999316,0.18461208481432517,0.18844221105528627
400.1548659132312,74540068,SELL,USD/JPY,0.1,2019/02/04 15:05:20 UTC,2019/02/05 05:30:13 UTC,109.993,109.874,15.5,-9.5,-1.22,11.9,9.61,9.11,100.10287310924389,0.09100637890840664,0.09600124053894488
400.1548659345135,74550248,BUY,GBP/USD,0.1,2019/02/05 09:47:45 UTC,2019/02/05 14:18:12 UTC,1.30208,1.29665,1.8,-59.0,0.0,-54.3,-54.3,-54.8,130.2080000000042,-0.42086507741458457,-0.4170250675841595
400.1548659408361,74553495,BUY,GBP/USD,0.1,2019/02/05 14:58:57 UTC,2019/02/07 08:13:39 UTC,1.29632,1.28966,15.4,-66.6,-4.28,-66.6,-70.88,-71.38,129.63200000000217,-0.5506356455196155,-0.5467785731917953
400.1548660524692,74602516,BUY,GBP/USD,0.1,2019/02/11 09:33:19 UTC,2019/02/12 08:48:00 UTC,1.29004,1.28338,35.9,-66.6,-1.02,-66.6,-67.62,-68.12,129.0039999999979,-0.5280456419956057,-0.524169793184716
400.1548661137946,74631067,BUY,GBP/USD,0.1,2019/02/13 13:49:27 UTC,2019/02/14 08:25:04 UTC,1.28948,1.28308,15.1,-64.0,-3.05,-64.0,-67.05,-67.55,128.94800000000077,-0.5238545770388031,-0.5199770450103887
400.1548661650411,74657528,BUY,GBP/USD,0.1,2019/02/15 09:01:50 UTC,2019/02/25 23:15:24 UTC,1.28027,1.31167,345.5,-15.1,-8.32,314.0,305.68,305.18,128.02700000000053,2.383715934919968,2.387621361119129
400.1550431327194,74769201,SELL,AUD/JPY,0.1,2019/02/27 02:27:20 UTC,2019/02/27 04:18:40 UTC,79.331,79.45,0.0,-17.3,0.0,-11.9,-10.75,-11.25,71.66455882352956,-0.1569813612849075,-0.15000441189446717
400.1550431597193,74782946,SELL,AUD/JPY,0.1,2019/02/28 01:02:26 UTC,2019/02/28 06:29:06 UTC,79.182,79.033,17.1,-10.4,0.0,14.9,13.45,12.95,71.47636912751634,0.1811787610097646,0.18817407996767058
400.1550432048595,74806439,SELL,AUD/JPY,0.1,2019/03/01 15:02:28 UTC,2019/03/01 15:31:46 UTC,79.435,79.33,10.5,-7.0,0.0,10.5,9.4,8.9,71.1132380952354,0.1251525065991377,0.1321835462957185
400.155043260561,74828749,BUY,EUR/USD,0.1,2019/03/05 09:06:23 UTC,2019/03/05 15:13:55 UTC,1.13318,1.1306,5.9,-26.4,0.0,-25.8,-25.8,-26.3,113.31799999999883,-0.23209022397148088,-0.2276778622990193
400.1550432687079,74833762,BUY,GBP/USD,0.1,2019/03/05 15:30:15 UTC,2019/03/05 18:07:57 UTC,1.31119,1.31628,50.9,-5.8,0.0,50.9,50.9,50.4,131.11900000000472,0.38438365149214215,0.38819698136805625
400.1550433532951,74881088,SELL,USD/CAD,0.1,2019/03/08 14:10:18 UTC,2019/03/08 14:21:31 UTC,1.34354,1.34223,13.5,-2.0,0.0,13.1,9.76,9.26,100.09885801527311,0.09250854788560232,0.09750360986646638
400.1552227458189,74895233,BUY,EUR/USD,0.1,2019/03/11 12:48:13 UTC,2019/03/11 13:00:26 UTC,1.12408,1.12364,0.3,-8.9,0.0,-4.4,-4.4,-4.9,112.40800000000105,-0.04359120347306201,-0.03914312148601487
400.1552227618889,74905392,SELL,AUD/JPY,0.1,2019/03/12 02:00:01 UTC,2019/03/12 06:15:29 UTC,78.783,78.692,13.3,-4.1,0.0,9.1,8.18,7.68,70.81812527471891,0.1084468131598741,0.1155071525583034
400.1552227713436,74909298,SELL,AUD/JPY,0.1,2019/03/12 10:01:05 UTC,2019/03/12 10:58:50 UTC,78.822,78.714,11.5,-2.5,0.0,10.8,9.7,9.2,70.79383333333065,0.12995482186537455,0.13701758392327534
400.1552228325679,74943899,BUY,EUR/USD,0.1,2019/03/14 12:32:54 UTC,2019/03/15 04:08:40 UTC,1.13113,1.1316,15.1,-17.9,-1.49,4.7,3.21,2.71,113.11300000000712,0.02395834254241183,0.02837870094507084
400.1552228552402,74954011,BUY,EUR/USD,0.1,2019/03/15 07:50:59 UTC,2019/03/15 09:23:07 UTC,1.13218,1.13173,6.5,-10.4,0.0,-4.5,-4.5,-5.0,113.21799999998453,-0.04416258898762285,-0.03974633008886056
400.1552228626831,74958211,SELL,AUD/USD,0.1,2019/03/15 13:51:41 UTC,2019/03/17 23:52:17 UTC,0.70832,0.70832,4.1,-14.9,0.03,0.0,0.03,-0.47,,,
400.1552228904066,74966286,BUY,EUR/AUD,0.1,2019/03/18 08:05:04 UTC,2019/03/18 09:11:41 UTC,1.59434,1.59578,17.8,-7.9,0.0,14.4,10.24,9.74,113.3752888888979,0.085909373157538,0.09031950524981407
400.1552229173297,74978651,SELL,GBP/USD,0.1,2019/03/19 07:04:53 UTC,2019/03/19 07:12:50 UTC,1.32708,1.32606,11.2,-4.7,0.0,10.2,10.2,9.7,132.70799999999727,0.07309280525665521,0.0768604756307096
400.1552229262035,74984579,SELL,USD/JPY,0.1,2019/03/19 14:09:04 UTC,2019/03/19 15:36:29 UTC,111.404,111.35,7.1,-8.1,0.0,5.4,4.85,4.35,100.05729629629249,0.04347509038340049,0.04847222720907871
400.1552229679842,75009546,SELL,AUD/USD,0.1,2019/03/21 00:30:43 UTC,2019/03/21 04:25:52 UTC,0.71623,0.71458,18.1,-6.9,0.0,16.5,16.5,16.0,71.62299999999826,0.22339192717423717,0.23037292489843209
400.1552229839244,75019449,BUY,EUR/AUD,0.1,2019/03/21 13:38:25 UTC,2019/03/21 15:33:58 UTC,1.59746,1.59881,15.7,-14.3,0.0,13.5,9.59,9.09,113.47882518518836,0.08010304993170178,0.08450915828878108
400.1552229987138,75030144,BUY,EUR/USD,0.1,2019/03/22 01:38:03 UTC,2019/03/22 07:16:26 UTC,1.13723,1.13794,11.2,-4.3,0.0,7.1,7.1,6.6,113.72300000000183,0.05803575354149902,0.06243240153706713
400.155223041046,75051390,BUY,EUR/USD,0.1,2019/03/25 08:02:59 UTC,2019/03/25 09:06:58 UTC,1.13072,1.1319,12.8,-13.4,0.0,11.8,11.8,11.3,113.07200000000394,0.09993632375830981,0.10435828498655361
400.1552230686023,75067797,BUY,EUR/USD,0.1,2019/03/26 07:46:44 UTC,2019/03/26 10:19:15 UTC,1.13151,1.13152,3.5,-12.9,0.0,0.1,0.1,-0.4,113.15099999925874,-0.0035350991153646053,0.0008837747788411513
400.1552230746649,75073769,BUY,EUR/AUD,0.1,2019/03/26 12:41:38 UTC,2019/03/27 04:17:55 UTC,1.58422,1.58557,14.6,-62.6,-1.2,13.5,8.38,7.880000000000001,112.4209451851883,0.07009369995083628,0.07454126974467107
400.1552231039578,75094338,BUY,EUR/USD,0.1,2019/03/27 13:15:19 UTC,2019/03/28 07:47:32 UTC,1.12612,1.12514,5.6,-19.8,-4.4,-9.8,-14.2,-14.7,112.61200000000218,-0.13053671011970053,-0.1260966859659692
400.1552231268028,75107589,BUY,EUR/USD,0.1,2019/03/28 08:15:13 UTC,2019/03/28 09:23:23 UTC,1.12362,1.12576,21.4,-2.4,0.0,21.4,21.4,20.9,112.36199999999839,0.1860059450704001,0.19045584806251495
400.1552231958297,75144670,SELL,AUD/JPY,0.1,2019/04/01 12:50:40 UTC,2019/04/01 14:12:55 UTC,78.994,79.181,0.0,-19.9,0.0,-18.7,-16.82,-17.32,71.05235721925226,-0.24376390422282845,-0.2367268400131625
400.1552231974624,75145937,SELL,AUD/USD,0.1,2019/04/01 14:13:48 UTC,2019/04/01 22:10:35 UTC,0.71225,0.71059,19.3,-3.0,0.08,16.6,16.68,16.18,71.22500000000024,0.2271674271674264,0.2341874341874334
400.1552232134346,75154735,BUY,EUR/USD,0.1,2019/04/02 03:48:24 UTC,2019/04/02 12:36:03 UTC,1.12008,1.12058,9.8,-11.4,0.0,5.0,5.0,4.5,112.00800000001233,0.04017570173558589,0.04463966859509544
